Price Period,Town,Super,Diesel,Kerosene
15th July 2022 –14th August 2022,,,,135.97
15th July 2022 –14th August 2022,,,,135.78
15th July 2022 –14th August 2022,,,,132.98
15th July 2022 –14th August 2022,,,,132.69
15th July 2022 –14th August 2022,,,,133.93
15th July 2022 –14th August 2022,,,,127.79
15th July 2022 –14th August 2022,,,,127.76
15th July 2022 –14th August 2022,,,,127.74
15th July 2022 –14th August 2022,,,,127.83
15th July 2022 –14th August 2022,,,,128.53
15th July 2022 –14th August 2022,,,,128.05
15th July 2022 –14th August 2022,,,,128.04
15th July 2022 –14th August 2022,,,,131.03
15th July 2022 –14th August 2022,,,,132.13
15th July 2022 –14th August 2022,,,,128.11
15th July 2022 –14th August 2022,,,,128.51
15th July 2022 –14th August 2022,,,,129.01
15th July 2022 –14th August 2022,,,,130.1
15th July 2022 –14th August 2022,,,,130.93
15th July 2022 –14th August 2022,,,,128.58
15th July 2022 –14th August 2022,,,,128.67
15th July 2022 –14th August 2022,,,,128.67
15th July 2022 –14th August 2022,,,,128.67
15th July 2022 –14th August 2022,,,,128.67
15th July 2022 –14th August 2022,,,,128.67
15th July 2022 –14th August 2022,,,,128.68
15th July 2022 –14th August 2022,,,,129.1
15th July 2022 –14th August 2022,,,,129.03
15th July 2022 –14th August 2022,,,,129.67
15th July 2022 –14th August 2022,,,,129.44
15th July 2022 –14th August 2022,,,,128.68
15th July 2022 –14th August 2022,,,,128.66
15th July 2022 –14th August 2022,,,,128.62
15th July 2022 –14th August 2022,,,,128.71
15th July 2022 –14th August 2022,,,,129.18
15th July 2022 –14th August 2022,,,,129.06
15th July 2022 –14th August 2022,,,,128.99
15th July 2022 –14th August 2022,,,,128.9
15th July 2022 –14th August 2022,,,,128.87
15th July 2022 –14th August 2022,,,,128.73
15th July 2022 –14th August 2022,,,,129.21
15th July 2022 –14th August 2022,,,,129.57
15th July 2022 –14th August 2022,,,,129.25
15th July 2022 –14th August 2022,,,,129.87
15th July 2022 –14th August 2022,,,,131.49
15th July 2022 –14th August 2022,,,,130.29
15th July 2022 –14th August 2022,,,,130.42
15th July 2022 –14th August 2022,,,,132.85
15th July 2022 –14th August 2022,,,,134.44
15th July 2022 –14th August 2022,,,,131.85
15th July 2022 –14th August 2022,,,,133.61
15th July 2022 –14th August 2022,,,,132.22
15th July 2022 –14th August 2022,,,,136.49
15th July 2022 –14th August 2022,,,,131.49
15th July 2022 –14th August 2022,,,,129.84
15th July 2022 –14th August 2022,,,,135.63
15th July 2022 –14th August 2022,,,,128.87
15th July 2022 –14th August 2022,,,,128.67
15th July 2022 –14th August 2022,,,,128.74
15th July 2022 –14th August 2022,,,,128.62
15th July 2022 –14th August 2022,,,,136.73
15th July 2022 –14th August 2022,,,,135.55
15th July 2022 –14th August 2022,,,,131.97
15th July 2022 –14th August 2022,,,,133.53
15th July 2022 –14th August 2022,,,,130.74
15th July 2022 –14th August 2022,,,,130.07
15th July 2022 –14th August 2022,,,,130.68
15th July 2022 –14th August 2022,,,,130.26
15th July 2022 –14th August 2022,,,,129.06
15th July 2022 –14th August 2022,,,,129.78
15th July 2022 –14th August 2022,,,,129.08
15th July 2022 –14th August 2022,,,,129.51
15th July 2022 –14th August 2022,,,,129.65
15th July 2022 –14th August 2022,,,,129.75
15th July 2022 –14th August 2022,,,,130.66
15th July 2022 –14th August 2022,,,,130.53
15th July 2022 –14th August 2022,,,,129.51
15th July 2022 –14th August 2022,,,,129.57
15th July 2022 –14th August 2022,,,,128.74
15th July 2022 –14th August 2022,,,,129.14
15th July 2022 –14th August 2022,,,,129.21
15th July 2022 –14th August 2022,,,,128.67
15th July 2022 –14th August 2022,,,,129.1
15th July 2022 –14th August 2022,,,,129.65
15th July 2022 –14th August 2022,,,,129.28
15th July 2022 –14th August 2022,,,,129.97
15th July 2022 –14th August 2022,,,,129.61
15th July 2022 –14th August 2022,,,,129.82
15th July 2022 –14th August 2022,,,,128.87
15th July 2022 –14th August 2022,,,,131.82
15th July 2022 –14th August 2022,,,,131.21
15th July 2022 –14th August 2022,,,,130.19
15th July 2022 –14th August 2022,,,,130.68
15th July 2022 –14th August 2022,,,,130.34
15th July 2022 –14th August 2022,,,,129.93
15th July 2022 –14th August 2022,,,,129.97
15th July 2022 –14th August 2022,,,,129.92
15th July 2022 –14th August 2022,,,,129.82
15th July 2022 –14th August 2022,,,,129.71
15th July 2022 –14th August 2022,,,,129.66
15th July 2022 –14th August 2022,,,,129.39
15th July 2022 –14th August 2022,,,,128.66
15th July 2022 –14th August 2022,,,,128.77
15th July 2022 –14th August 2022,,,,129.25
15th July 2022 –14th August 2022,,,,128.72
15th July 2022 –14th August 2022,,,,128.99
15th July 2022 –14th August 2022,,,,128.88
15th July 2022 –14th August 2022,,,,129.0
15th July 2022 –14th August 2022,,,,129.17
15th July 2022 –14th August 2022,,,,129.24
15th July 2022 –14th August 2022,,,,129.55
15th July 2022 –14th August 2022,,,,129.38
15th July 2022 –14th August 2022,,,,129.56
15th July 2022 –14th August 2022,,,,129.54
15th July 2022 –14th August 2022,,,,129.48
15th July 2022 –14th August 2022,,,,130.34
15th July 2022 –14th August 2022,,,,130.62
15th July 2022 –14th August 2022,,,,129.78
15th July 2022 –14th August 2022,,,,128.9
15th July 2022 –14th August 2022,,,,129.47
15th July 2022 –14th August 2022,,,,128.66
15th July 2022 –14th August 2022,,,,130.12
15th July 2022 –14th August 2022,,,,130.22
15th July 2022 –14th August 2022,,,,130.06
15th July 2022 –14th August 2022,,,,129.03
15th July 2022 –14th August 2022,,,,129.42
15th July 2022 –14th August 2022,,,,129.55
15th July 2022 –14th August 2022,,,,129.82
15th July 2022 –14th August 2022,,,,129.54
15th July 2022 –14th August 2022,,,,129.55
15th July 2022 –14th August 2022,,,,128.63
15th July 2022 –14th August 2022,,,,128.66
15th July 2022 –14th August 2022,,,,129.1
15th July 2022 –14th August 2022,,,,128.75
15th July 2022 –14th August 2022,,,,129.22
15th July 2022 –14th August 2022,,,,128.71
15th July 2022 –14th August 2022,,,,130.48
15th July 2022 –14th August 2022,,,,130.71
15th July 2022 –14th August 2022,,,,131.02
15th July 2022 –14th August 2022,,,,129.8
15th July 2022 –14th August 2022,,,,129.75
15th July 2022 –14th August 2022,,,,129.7
15th July 2022 –14th August 2022,,,,129.62
15th July 2022 –14th August 2022,,,,129.54
15th July 2022 –14th August 2022,,,,129.53
15th July 2022 –14th August 2022,,,,129.57
15th July 2022 –14th August 2022,,,,129.4
15th July 2022 –14th August 2022,,,,129.7
15th July 2022 –14th August 2022,,,,129.96
15th July 2022 –14th August 2022,,,,129.88
15th July 2022 –14th August 2022,,,,129.61
15th July 2022 –14th August 2022,,,,129.31
15th July 2022 –14th August 2022,,,,129.68
15th July 2022 –14th August 2022,,,,129.03
15th July 2022 –14th August 2022,,,,129.43
15th October 2022 –14th November 2022,,,160.76,144.69
15th October 2022 –14th November 2022,,,161.47,145.41
15th October 2022 –14th November 2022,,,161.11,145.05
15th October 2022 –14th November 2022,,,161.11,145.05
15th October 2022 –14th November 2022,,,161.67,145.61
15th October 2022 –14th November 2022,,,161.83,145.76
15th October 2022 –14th November 2022,,,162.24,146.17
15th October 2022 –14th November 2022,,,163.64,147.58
15th October 2022 –14th November 2022,,,164.06,148.0
15th October 2022 –14th November 2022,,,164.34,148.28
15th October 2022 –14th November 2022,,,164.06,148.0
15th October 2022 –14th November 2022,,,163.02,146.96
15th October 2022 –14th November 2022,,,163.11,147.05
15th October 2022 –14th November 2022,,,161.06,145.0
15th October 2022 –14th November 2022,,,161.24,145.18
15th October 2022 –14th November 2022,,,162.57,146.51
15th October 2022 –14th November 2022,,,162.74,146.68
15th October 2022 –14th November 2022,,,160.92,144.85
15th October 2022 –14th November 2022,,,162.34,146.27
15th October 2022 –14th November 2022,,,163.0,146.94
15th October 2022 –14th November 2022,,,163.01,146.94
15th October 2022 –14th November 2022,,,163.24,147.18
15th October 2022 –14th November 2022,,,163.42,147.36
15th October 2022 –14th November 2022,,,163.29,147.23
15th October 2022 –14th November 2022,,,163.52,147.46
15th October 2022 –14th November 2022,,,163.75,147.68
15th October 2022 –14th November 2022,,,164.1,148.04
15th October 2022 –14th November 2022,,,164.03,147.97
15th October 2022 –14th November 2022,,,164.4,148.33
15th October 2022 –14th November 2022,,,164.37,148.31
15th October 2022 –14th November 2022,,,164.55,148.48
15th October 2022 –14th November 2022,,,164.34,148.28
15th October 2022 –14th November 2022,,,164.63,148.57
15th October 2022 –14th November 2022,,,164.54,148.47
15th October 2022 –14th November 2022,,,164.93,148.86
15th October 2022 –14th November 2022,,,164.94,148.87
15th October 2022 –14th November 2022,,,165.91,149.84
15th October 2022 –14th November 2022,,,165.44,149.38
15th October 2022 –14th November 2022,,,166.1,150.04
15th October 2022 –14th November 2022,,,165.96,149.89
15th October 2022 –14th November 2022,,,166.56,150.49
15th October 2022 –14th November 2022,,,167.17,151.11
15th October 2022 –14th November 2022,,,170.85,154.79
15th October 2022 –14th November 2022,,,169.94,153.87
15th October 2022 –14th November 2022,,,172.44,156.37
15th October 2022 –14th November 2022,,,171.49,155.43
15th October 2022 –14th November 2022,,,169.86,153.8
15th October 2022 –14th November 2022,,,168.55,152.49
15th October 2022 –14th November 2022,,,172.12,156.04
15th October 2022 –14th November 2022,,,173.72,157.65
15th October 2022 –14th November 2022,,,172.27,156.21
15th October 2022 –14th November 2022,,,170.0,153.94
15th October 2022 –14th November 2022,,,176.05,159.98
15th October 2022 –14th November 2022,,,163.9,147.84
15th October 2022 –14th November 2022,,,168.35,152.29
15th October 2022 –14th November 2022,,,165.36,149.29
15th October 2022 –14th November 2022,,,174.04,157.98
15th October 2022 –14th November 2022,,,171.08,155.02
15th October 2022 –14th November 2022,,,169.67,153.6
15th October 2022 –14th November 2022,,,163.12,147.06
15th October 2022 –14th November 2022,,,165.7,149.63
15th October 2022 –14th November 2022,,,164.82,148.75
15th October 2022 –14th November 2022,,,165.68,149.62
15th October 2022 –14th November 2022,,,165.31,149.25
15th October 2022 –14th November 2022,,,164.65,148.58
15th October 2022 –14th November 2022,,,171.82,155.75
15th October 2022 –14th November 2022,,,170.43,154.37
15th October 2022 –14th November 2022,,,170.97,154.91
15th October 2022 –14th November 2022,,,171.04,154.97
15th October 2022 –14th November 2022,,,170.84,154.78
15th October 2022 –14th November 2022,,,168.06,151.98
15th October 2022 –14th November 2022,,,167.75,151.69
15th October 2022 –14th November 2022,,,169.0,152.93
15th October 2022 –14th November 2022,,,162.83,146.79
15th October 2022 –14th November 2022,,,162.79,146.76
15th October 2022 –14th November 2022,,,162.78,146.74
15th October 2022 –14th November 2022,,,162.86,146.83
15th October 2022 –14th November 2022,,,163.56,147.53
15th October 2022 –14th November 2022,,,163.09,147.05
15th October 2022 –14th November 2022,,,163.08,147.04
15th October 2022 –14th November 2022,,,166.06,150.03
15th October 2022 –14th November 2022,,,167.16,151.13
15th October 2022 –14th November 2022,,,163.15,147.11
15th October 2022 –14th November 2022,,,163.55,147.51
15th October 2022 –14th November 2022,,,164.04,148.01
15th October 2022 –14th November 2022,,,165.13,149.1
15th October 2022 –14th November 2022,,,165.97,149.93
15th October 2022 –14th November 2022,,,163.62,147.58
15th October 2022 –14th November 2022,,,163.72,147.67
15th October 2022 –14th November 2022,,,163.72,147.67
15th October 2022 –14th November 2022,,,163.72,147.67
15th October 2022 –14th November 2022,,,163.72,147.67
15th October 2022 –14th November 2022,,,163.72,147.67
15th October 2022 –14th November 2022,,,163.74,147.68
15th October 2022 –14th November 2022,,,164.15,148.1
15th October 2022 –14th November 2022,,,164.08,148.03
15th October 2022 –14th November 2022,,,164.72,148.67
15th October 2022 –14th November 2022,,,164.48,148.44
15th October 2022 –14th November 2022,,,163.74,147.68
15th October 2022 –14th November 2022,,,163.7,147.66
15th October 2022 –14th November 2022,,,163.67,147.62
15th October 2022 –14th November 2022,,,163.76,147.71
15th October 2022 –14th November 2022,,,164.22,148.18
15th October 2022 –14th November 2022,,,164.1,148.06
15th October 2022 –14th November 2022,,,164.03,147.99
15th October 2022 –14th November 2022,,,163.95,147.9
15th October 2022 –14th November 2022,,,163.91,147.87
15th October 2022 –14th November 2022,,,163.77,147.73
15th October 2022 –14th November 2022,,,164.27,148.21
15th October 2022 –14th November 2022,,,164.61,148.57
15th October 2022 –14th November 2022,,,164.29,148.25
15th October 2022 –14th November 2022,,,164.93,148.87
15th October 2022 –14th November 2022,,,166.53,150.49
15th October 2022 –14th November 2022,,,165.34,149.29
15th October 2022 –14th November 2022,,,165.47,149.42
15th October 2022 –14th November 2022,,,167.9,151.85
15th October 2022 –14th November 2022,,,169.49,153.44
15th October 2022 –14th November 2022,,,166.9,150.85
